2025-08-31T17:41:17.833887 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "user_login", "user_id": 123, "email": "test@example.com", "ip_address": "192.168.1.1"} | Business Event
2025-08-31T17:52:59.009880 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "daily_bonus_already_received", "user_id": 1, "last_bonus_date": null} | Business Event
2025-08-31T17:53:59.752446 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "user_registered", "user_id": 1, "email": "new_user0@gmail.com", "is_active": true, "is_superuser": false} | Business Event
2025-08-31T17:53:59.963218 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "daily_bonus_awarded", "user_id": 1, "bonus_amount": 10.0, "new_balance": 10.0} | Business Event
2025-08-31T17:54:00.493047 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "user_registered", "user_id": 2, "email": "new_user1@gmail.com", "is_active": true, "is_superuser": false} | Business Event
2025-08-31T17:54:00.713265 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "daily_bonus_awarded", "user_id": 2, "bonus_amount": 10.0, "new_balance": 10.0} | Business Event
2025-08-31T17:54:01.001203 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "user_registered", "user_id": 3, "email": "new_user2@gmail.com", "is_active": true, "is_superuser": false} | Business Event
2025-08-31T17:54:01.194059 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "daily_bonus_awarded", "user_id": 3, "bonus_amount": 10.0, "new_balance": 10.0} | Business Event
2025-08-31T17:54:01.607451 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "user_registered", "user_id": 4, "email": "new_user3@gmail.com", "is_active": true, "is_superuser": false} | Business Event
2025-08-31T17:54:01.898393 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "daily_bonus_awarded", "user_id": 4, "bonus_amount": 10.0, "new_balance": 10.0} | Business Event
2025-08-31T17:54:02.317413 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "user_registered", "user_id": 5, "email": "new_user4@gmail.com", "is_active": true, "is_superuser": false} | Business Event
2025-08-31T17:54:02.614189 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "daily_bonus_awarded", "user_id": 5, "bonus_amount": 10.0, "new_balance": 10.0} | Business Event
2025-08-31T17:54:03.016149 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "user_registered", "user_id": 6, "email": "new_user5@gmail.com", "is_active": true, "is_superuser": false} | Business Event
2025-08-31T17:54:03.334904 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "daily_bonus_awarded", "user_id": 6, "bonus_amount": 10.0, "new_balance": 10.0} | Business Event
2025-08-31T17:54:03.661779 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "user_registered", "user_id": 7, "email": "new_user6@gmail.com", "is_active": true, "is_superuser": false} | Business Event
2025-08-31T17:54:03.974476 | INFO     | auth                 | logging_config.py:248          | log_business_event        | {"event_type": "daily_bonus_awarded", "user_id": 7, "bonus_amount": 10.0, "new_balance": 10.0} | Business Event
